qid,context,question,answer
phone_1466,"Mình đã lấy máy được 3 ngày, ngoài phần dịch vụ tốt ra thì máy rất ổn, camera khá đẹp, loa to chứ k nhỏ lắm đâu, lướt web rất mượt, dễ sử dụng, pin dùng khá tốt, dùng cả ngày mới hết, wifi bắt ổn. Chỉ có 1 khuyết điểm là xạc pin thời gian đầu khá nóng máy, t đặt máy nghiêng thì đỡ nóng hơn. Chung quy lại tầm giá này thì em vsmart active 3 này là quá ổn rồi mn ạ.","Trong thời gian đầu khi mới mua sản phẩm, lúc sạc pin bạn gặp phải trình trạng gì?",xạc pin thời gian đầu khá nóng máy
phone_1467,Máy cực ngon chụp hình đẹp pin trâu sạc nhanh mua cái 4gb ram 64gb là tuyệt nhưng có điều về phần ghi âm thì tạp âm hơi nhiều khi mà ta karaoke và ghi âm lại rất khó nghe và bị nhoè âm không sao với tầm giá là tuyệt vời nên cho 5 sao nghen,Chức năng ghi âm của máy có chất lượng thế nào?,ghi âm thì tạp âm hơi nhiều khi mà ta karaoke và ghi âm lại rất khó nghe và bị nhoè âm
phone_1468,Máy cực ngon chụp hình đẹp pin trâu sạc nhanh mua cái 4gb ram 64gb là tuyệt nhưng có điều về phần ghi âm thì tạp âm hơi nhiều khi mà ta karaoke và ghi âm lại rất khó nghe và bị nhoè âm không sao với tầm giá là tuyệt vời nên cho 5 sao nghen,Bạn đánh giá sản phẩm này được bao nhiêu sao?,5 sao
phone_1469,"Hên ghê. Lúc mua em này được giảm 700k giá ưu đãi 2tr990. Mua 2 ốp lưng giá 90k+thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone. Nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê. Mình không chơi game nên như vậy là quá Ok rồi. Nhân viên nhiệt tình,vui vẻ.",Người dùng chia sẻ đã nhận ưu đãi gì khi mua sản phẩm này?,giảm 700k giá ưu đãi 2tr990. Mua 2 ốp lưng giá 90k+thêm khách hàng thân thiết giảm thêm 150k
phone_1470,"Hên ghê. Lúc mua em này được giảm 700k giá ưu đãi 2tr990. Mua 2 ốp lưng giá 90k+thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone. Nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê. Mình không chơi game nên như vậy là quá Ok rồi. Nhân viên nhiệt tình,vui vẻ.",Thái độ phục vụ của nhân viên tại cửa hàng được khách hàng đánh giá thế nào?,"nhiệt tình,vui vẻ"
phone_1471,Mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...,Cách thức nhân viên tại cửa hàng tư vấn cho người dùng thế nào?,nhiêt tình
phone_1472,Mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...,Người dùng có gặp vấn đề gì khi chạy ứng dụng trên sản phẩm?,chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác
phone_1473,Mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...,Tốc độ xuống pin của sản phẩm thế nào?,xuống rất nhanh
phone_1474,Mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...,Trải nghiệm của bạn khi chơi Liên Quân trên máy?,giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...
phone_1475,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Bạn cảm thấy thiết kế bên ngoài của sản phẩm này như thế nào?,mỏng đẹp
phone_1476,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Bạn đánh giá tổng thể về hãng sản phẩm này thế nào?,"Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android"
phone_1477,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Sản phẩm không có tính năng nào?,vân tay màn hình
phone_1478,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Chất lượng pin của sản phẩm thế nào so với những thế hệ điện thoại trước đó?,đã ổn 
phone_1479,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Cửa hàng phục vụ khách hàng thế nào?,hỗ trợ nhiệt tình
phone_1480,"Mua gần 1 tháng thấy máy sài ok chụp hình đẹp mượt, không nóng lắm, vân tay hơi chậm nhưng nhận diện khuôn mặt khá nhạy, sóng hơi yếu, pin đủ xài, không chơi game nặng nên không biết chơi game có mượt không nhưng nói chung ok trong tầm giá",Camera của máy có chất lượng chụp ảnh thế nào?,chụp hình đẹp
phone_1481,"Mua gần 1 tháng thấy máy sài ok chụp hình đẹp mượt, không nóng lắm, vân tay hơi chậm nhưng nhận diện khuôn mặt khá nhạy, sóng hơi yếu, pin đủ xài, không chơi game nặng nên không biết chơi game có mượt không nhưng nói chung ok trong tầm giá",Các tính năng bảo mật của sản phẩm hoạt động thế nào?,vân tay hơi chậm nhưng nhận diện khuôn mặt khá nhạy
phone_1482,"Mua gần 1 tháng thấy máy sài ok chụp hình đẹp mượt, không nóng lắm, vân tay hơi chậm nhưng nhận diện khuôn mặt khá nhạy, sóng hơi yếu, pin đủ xài, không chơi game nặng nên không biết chơi game có mượt không nhưng nói chung ok trong tầm giá","Với bạn, dung lượng pin của máy đủ hay không đủ sử dụng?",đủ 
phone_1483,Cho hỏi mình mua đt được 3 tháng dùng tốt nhưng tu nhiên đang dùng thì tự động tắt nguồn mà không rõ nguyên nhân với lại sao kg gửi tin nhắn cho tổng đài được hôm trước có đem wa tgdd cho kỹ thuật viên coi dùm cài đặt lại rồi nhưng sao về vẫn kg gửi tin nhắn cho tổng đài được (gửi sỏ nào cũng được trừ số tổng đài),Chất lượng của sản phẩm hiện tại như thế nào so với lúc mới mua?, dùng tốt
phone_1484,Cho hỏi mình mua đt được 3 tháng dùng tốt nhưng tu nhiên đang dùng thì tự động tắt nguồn mà không rõ nguyên nhân với lại sao kg gửi tin nhắn cho tổng đài được hôm trước có đem wa tgdd cho kỹ thuật viên coi dùm cài đặt lại rồi nhưng sao về vẫn kg gửi tin nhắn cho tổng đài được (gửi sỏ nào cũng được trừ số tổng đài),Máy của bạn có gặp tình trạng gì không rõ nguyên nhân?,đang dùng thì tự động tắt nguồn
phone_1485,"Quá tuyệt vời, mọi ng ch dùng e nó sao biết, với mình, nó hoàn toàn đầy đủ đáp ứng mọi nhu cầu, tuy chip p90 khôg thiên về game, nhưg nó cân bằg lại rất tốt về mọi mặt và nhiệt độ, máy dùng quá mượt. Sạc nhanh, pin quá ngon",Đánh giá về sản phẩm này từ khách hàng như thế nào?,Quá tuyệt vời
phone_1486,"Quá tuyệt vời, mọi ng ch dùng e nó sao biết, với mình, nó hoàn toàn đầy đủ đáp ứng mọi nhu cầu, tuy chip p90 khôg thiên về game, nhưg nó cân bằg lại rất tốt về mọi mặt và nhiệt độ, máy dùng quá mượt. Sạc nhanh, pin quá ngon",Độ cân bằng về tổng thể của sản phẩm như thế nào?,rất tốt về mọi mặt
phone_1487,Minh mới mua trả góp tai tgdd dc vài ngày trải nghiệm như sau máy mượt pin cực trau lai bò chơi game ổn định trong tầm giá loa to rõ cả 2 loa chụp ảnh bt chất nhận đc con về lỗi mình chưa thấy gì cả hiện tại là thế mình dùng dt xiaomi rất hài lòng,Âm thanh từ loa của sản phẩm có chất lượng ra sao?,to rõ cả 2 loa
phone_1488,Minh mới mua trả góp tai tgdd dc vài ngày trải nghiệm như sau máy mượt pin cực trau lai bò chơi game ổn định trong tầm giá loa to rõ cả 2 loa chụp ảnh bt chất nhận đc con về lỗi mình chưa thấy gì cả hiện tại là thế mình dùng dt xiaomi rất hài lòng,Camera của sản phẩm mang đến chất lượng thế nào?,bt chất nhận đc
phone_1489,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.","Đến hiện tại, độ bền của máy như thế nào?","rất OK, mọi thứ đều ổn"
phone_1490,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",Pin của sản phẩm có chất lượng thế nào?,quá trâu bò
phone_1491,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",Tác vụ chơi game trên sản phẩm có chất lượng ra sao?,mượt mà không nóng máy
phone_1492,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",Cảm nhận của bạn về âm thanh từ loa của sản phẩm?,rõ
phone_1493,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",Bạn thấy Camera của máy mang đến chất lượng thế nào?,cũng đẹp
phone_1494,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",Cảm nhận của bạn dành cho sản phẩm này là gì?, Rất thích
phone_1495,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy,Đồ họa mà máy chơi game thể hiện ra có chất lượng ra sao?,ổn
phone_1496,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy, Điện thoại trong chế độ chờ qua đêm thì tụt bao nhiêu dung lượng pin?,4%
phone_1497,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy,Camera của sản phẩm có điểm trừ nào trong việc chụp ảnh?,chụp thiếu sáng chưa đẹp
phone_1498,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy,Đánh giá của bạn về thiết kế bên ngoài của camera sản phẩm?,lồi quá
phone_1499,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy,Cảm nhận mà sản phẩm mang lại khi bạn trải nghiệm xem phim?,xem phim lâu màn hình bị đứng
phone_1500,Cảm nhận sau 1 tháng dùng thử. Đồ hoạ ổn. Chơi game tốt. Pin trâu chế độ chờ quá đêm tụt 4% pin. Cách phục vụ đồ mình có chút hiểu biết về công nghệ nên k cần tư vấn nên k đánh giá đc. Camera chụp thiếu sáng chưa đẹp. Bộ camera lồi quá. Còn lỗi nhỏ khi dùng Chrome xem phim lâu màn hình bị đứng phải out vào lại. => Nói chung xài tốt trong tầm giá. Tiền nào của nấy,Trong tầm giá thì bạn thấy sản phẩm này thế nào?,xài tốt 
phone_1501,"Mình mới nhận máy được 5 ngày. Tất cả mọi thứ đều rất tuyệt ngoại trừ việc cảm ứng của máy chưa được nhạy và tương xứng với cấu hình cho lắm. Đặc biệt là khi sạc máy nóng lên rất nhanh, nếu lắp cả ốp lưng thì máy sẽ đặc biệt nóng. Mình hy vọng có thể được hỗ trợ vấn đề này. Mình cảm ơn!",Nhận định của bạn về tất tần tật của sản phẩm?,đều rất tuyệt 
phone_1502,"Mình mới nhận máy được 5 ngày. Tất cả mọi thứ đều rất tuyệt ngoại trừ việc cảm ứng của máy chưa được nhạy và tương xứng với cấu hình cho lắm. Đặc biệt là khi sạc máy nóng lên rất nhanh, nếu lắp cả ốp lưng thì máy sẽ đặc biệt nóng. Mình hy vọng có thể được hỗ trợ vấn đề này. Mình cảm ơn!",Bạn cảm thấy chất lượng cảm ứng của máy như thế nào?,chưa được nhạy
phone_1503,"Mình mới nhận máy được 5 ngày. Tất cả mọi thứ đều rất tuyệt ngoại trừ việc cảm ứng của máy chưa được nhạy và tương xứng với cấu hình cho lắm. Đặc biệt là khi sạc máy nóng lên rất nhanh, nếu lắp cả ốp lưng thì máy sẽ đặc biệt nóng. Mình hy vọng có thể được hỗ trợ vấn đề này. Mình cảm ơn!",Trong khi sạc máy có từng gặp vấn đề gì?,máy nóng lên rất nhanh
phone_1504,"Cam trước chụp rất xấu, k biết có phải là do phần mềm máy cao nên ảnh hưởng đến cam hay ko nhưng rất thất vọng cực kỳ thất vọng về cam trước ip7, chụp còn xấu hơn ip5s cũ của mình nữa, chưa kể dây phone đánh base rất tệ, nghe ko ấm bằng dây cũ 5s của mình. Tóm lại hối hận khi mua con này",Chất lượng hình ảnh chụp từ camera trước của sản phẩm thế nào?,rất xấu
phone_1505,"không biết những cái khác ntn nhưng so với cái mình đang sd thì rất tệ. gọi video call zalo hay mes thì đều có tiếng kêu rè rè rất khó chịu, thậm chí là rất thường xuyên, đã tắt máy và khởi động lại thì tình trạng vẫn thế, còn nặng hơn. Còn mọi thứ khác đều rất ok. Không biết lỗi này xuất phát từ đâu.",Sản phẩm bạn đang sử dụng có chất lượng ra sao?,rất tệ
phone_1506,"không biết những cái khác ntn nhưng so với cái mình đang sd thì rất tệ. gọi video call zalo hay mes thì đều có tiếng kêu rè rè rất khó chịu, thậm chí là rất thường xuyên, đã tắt máy và khởi động lại thì tình trạng vẫn thế, còn nặng hơn. Còn mọi thứ khác đều rất ok. Không biết lỗi này xuất phát từ đâu.",Cảm nhận của bạn khi trải nghiệm dùng máy call video?,"có tiếng kêu rè rè rất khó chịu, thậm chí là rất thường xuyên"
phone_1507,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Thiết kế cáp sạc của sản phẩm như thế nào?,hơi lỏng
phone_1508,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Chất lượng ảnh chụp từ camera sau của sản phẩm thế nào?,ok
phone_1509,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Cụm camera của sản phẩm mang đến chất lượng hình ảnh thế nào?,cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều
phone_1510,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Chất lượng màu sắc mà màn hình sản phẩm thể hiện thế nào?,đẹp và rực rỡ
phone_1511,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Thời gian pin tối đa mà máy của bạn dùng được là bao lâu?,hơn 1 ngày
phone_1512,"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.Màu sắc màn hình đẹp và rực rỡ, mượt mà. Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",Camera trước của sản phẩm chụp được ảnh trông thế nào?,xấu quá xấu
phone_1513,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được cà đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v",Giá cả của sản phẩm này như thế nào so với túi tiền của bạn?,vừa túi tiền
phone_1514,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được cà đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v",Bạn thấy cấu hình của máy như thế nào?,quá ổn
phone_1515,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được cà đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v",Bạn thích điều gì nhất về cách phục vụ của hệ thống cửa hàng?," phục vụ nhanh chóng, tận tình tại gia"
phone_1516,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được cà đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v",Máy có chất lượng hình ảnh khi gọi video call thế nào?,đẹp lung linh
phone_1517,"Quá tuyệt!!! Mình dùng samsung A50s nhưng rất thất vọng, nhờ nv tư vấn nhiệt tình mình chuyển sang dùng mẫu này của oppo và thực sự đây là sản phẩm rất vừa túi tiền mà cấu hình lại cao hơn rất nhiều so với các mẫu của samsung.",Cảm nhận của bạn về chiếc điện thoại đang sử dụng ra sao?,rất thất vọng
phone_1518,Em có mua 1 iphone 11 pro max máy đã sử dụng. Trình trạng pin để qua đêm mất 10% máy ở trạng trái tắt nguồn. Đã đem ra kiểm tra 1 lần. Nv báo khi nào lỗi thì đem lại đổi. E về sài được gần 20 ngày. Vẫn bị trình trạng pin. Vậy trường hợp này xử lý ra sao..,Điện thoại của bạn tiêu hao bao nhiêu phần trăm pin khi tắt nguồn?,pin để qua đêm mất 10% máy ở trạng trái tắt nguồn
phone_1519,"Máy xài mượt! Pin xài 1.5 ngày, chụp ảnh đẹp. Dung lượng máy lớn hạn chế tình trang báo đầy bộ nhớ vì mình bán hg online nên lưu lượng bộ nhớ xài cho fb và zalo rất lớn. Có đều k hài lòng duy nhất là jack cắm pin mua máy về mình k dùng được với các thiết bị trong nhà.",Dùng sản phẩm này bạn có cảm nhận ra sao?,xài mượt
phone_1520,"Máy xài mượt! Pin xài 1.5 ngày, chụp ảnh đẹp. Dung lượng máy lớn hạn chế tình trang báo đầy bộ nhớ vì mình bán hg online nên lưu lượng bộ nhớ xài cho fb và zalo rất lớn. Có đều k hài lòng duy nhất là jack cắm pin mua máy về mình k dùng được với các thiết bị trong nhà.","Qua trải nghiệm, bạn thấy trung bình pin của sản phẩm xài được trong bao lâu?",1.5 ngày
phone_1521,"Máy xài mượt! Pin xài 1.5 ngày, chụp ảnh đẹp. Dung lượng máy lớn hạn chế tình trang báo đầy bộ nhớ vì mình bán hg online nên lưu lượng bộ nhớ xài cho fb và zalo rất lớn. Có đều k hài lòng duy nhất là jack cắm pin mua máy về mình k dùng được với các thiết bị trong nhà.",Chất lượng chụp ảnh của điện thoại ra sao?,đẹp
phone_1522,"Máy xài mượt! Pin xài 1.5 ngày, chụp ảnh đẹp. Dung lượng máy lớn hạn chế tình trang báo đầy bộ nhớ vì mình bán hg online nên lưu lượng bộ nhớ xài cho fb và zalo rất lớn. Có đều k hài lòng duy nhất là jack cắm pin mua máy về mình k dùng được với các thiết bị trong nhà.",Điểm gì đã khiến bạn cân nhắc và chọn mua sản phẩm?,Dung lượng máy lớn
phone_1523,"Đã mua và sử dụng được hơn 1 tuần, quá ok, trước đó thấy nhiều ng chê quá, cũng ngán, nhưng sử dụng rồi thì ổn, trong tầm giá tiền, đủ để trãi nghiệm các nhu cầu cơ bản, chứ đòi hỏi cao quá thì mua các dòng máy cao cấp đi",Cảm nhận của bạn sau 1 tuần trải nghiệm sản phẩm là gì?,đủ để trãi nghiệm các nhu cầu cơ bản
phone_1524,Để mà đánh giá cho chơi game thì a70 quá tệ. Được cái pin 4500 thôi chứ chơi game thì m.n đừng nên bao giờ mua con này nhé.nếu dùng lướt wep thì đc.ram thì ram 6 mà chơi game như cái qq ấy.ae xác định chơi game thì né con này ra nhé,Đánh giá của khách hàng về sản phẩm khi dùng chơi game thế nào?,quá tệ
phone_1525,Để mà đánh giá cho chơi game thì a70 quá tệ. Được cái pin 4500 thôi chứ chơi game thì m.n đừng nên bao giờ mua con này nhé.nếu dùng lướt wep thì đc.ram thì ram 6 mà chơi game như cái qq ấy.ae xác định chơi game thì né con này ra nhé,Khách hàng đánh giá điểm gì tốt ở sản phẩm?,pin 4500 
phone_1526,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Bạn thấy thiết kế bề ngoài của sản phẩm thế nào?,đẹp
